time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.10000395774841309,9.744400756835937,-0.22266075439453123,2.4660277099609376,-5.4961832061068705,4.374045801526718,0.4732824427480916
0.20352983474731445,9.763554370117188,-0.2561795776367187,2.4133552734375,-5.1603053435114505,4.519083969465649,0.5038167938931297
0.30353426933288574,9.739612353515625,-0.24181436767578124,2.501940734863281,-5.534351145038168,4.480916030534351,0.183206106870229
0.40353846549987793,9.76116016845703,-0.277727392578125,2.446874096679687,-3.946564885496183,4.442748091603053,0.4122137404580153
0.5035414695739746,9.775525378417969,-0.2561795776367187,2.4588451049804685,-5.450381679389313,4.427480916030534,0.48091603053435117
0.6035451889038086,9.78031378173828,-0.29448680419921874,2.4349030883789062,-5.488549618320611,4.488549618320611,0.3816793893129771
0.7035489082336426,9.7683427734375,-0.22505495605468748,2.492363928222656,-5.755725190839694,4.648854961832061,0.20610687022900764
0.8035542964935303,9.753977563476562,-0.2609679809570312,2.4253262817382812,-5.580152671755725,4.435114503816794,0.2900763358778626
0.9035582542419434,9.777919580078125,-0.2154781494140625,2.463633508300781,-5.374045801526718,4.4961832061068705,0.4351145038167939
1.003563642501831,9.765948571777344,-0.24899697265624998,2.4899697265625,-5.541984732824427,4.480916030534351,0.2824427480916031
1.1035668849945068,9.792284790039062,-0.229843359375,2.47081611328125,-5.641221374045801,4.3893129770992365,0.25190839694656486
1.2035725116729736,9.76116016845703,-0.26336218261718747,2.492363928222656,-5.595419847328245,4.366412213740458,0.07633587786259542
1.3035752773284912,9.792284790039062,-0.25139117431640623,2.4947581298828125,-5.450381679389313,4.541984732824427,0.16793893129770993
1.4035792350769043,9.782707983398437,-0.23223756103515625,2.480392919921875,-5.557251908396947,4.33587786259542,0.2366412213740458
1.5035834312438965,9.801861596679688,-0.26815058593749996,2.521094348144531,-5.6183206106870225,4.465648854961832,0.17557251908396945
1.603588342666626,9.715670336914062,-0.25139117431640623,2.384624853515625,-5.717557251908397,4.1679389312977095,0.3816793893129771
1.7035913467407227,9.80665,-0.258573779296875,2.454056701660156,-5.404580152671755,4.366412213740458,0.3282442748091603
1.8035964965820312,9.751583361816406,-0.20829554443359374,2.5043349365234375,-5.770992366412214,4.465648854961832,0.2900763358778626
1.9036004543304443,9.782707983398437,-0.229843359375,2.4516625,-5.488549618320611,4.717557251908397,0.3435114503816794
2.003603935241699,9.775525378417969,-0.24899697265624998,2.4516625,-5.641221374045801,4.442748091603053,0.03816793893129771
2.1036081314086914,9.770736975097655,-0.2442085693359375,2.5713725830078125,-5.3816793893129775,4.5038167938931295,0.35877862595419846
2.203611373901367,9.758765966796874,-0.25139117431640623,2.4492682983398435,-5.587786259541985,4.320610687022901,0.32061068702290074
2.303614616394043,9.765948571777344,-0.22026655273437498,2.5857377929687497,-5.458015267175573,4.435114503816794,0.31297709923664124
2.4036200046539307,9.7683427734375,-0.24899697265624998,2.437297290039062,-5.541984732824427,4.236641221374046,0.40458015267175573
2.50362491607666,9.765948571777344,-0.23223756103515625,2.454056701660156,-5.534351145038168,4.778625954198473,0.3053435114503817
2.603630304336548,9.76116016845703,-0.24181436767578124,2.398990063476562,-5.572519083969466,4.66412213740458,0.26717557251908397
2.7036330699920654,9.804255798339844,-0.239420166015625,2.4516625,-5.480916030534351,4.122137404580153,0.3053435114503817
2.8088860511779785,9.744400756835937,-0.21787235107421873,2.4779987182617185,-5.641221374045801,4.595419847328245,0.25190839694656486
2.9088892936706543,9.811438403320311,-0.17238251953125,2.2553379638671873,-5.595419847328245,4.33587786259542,0.4122137404580153
3.0088937282562256,9.749189160156249,-0.2537853759765625,2.473210314941406,-5.488549618320611,4.267175572519084,0.2900763358778626
3.1088967323303223,9.667786303710937,-0.17956512451171874,2.4516625,-5.221374045801527,4.625954198473282,0.42748091603053434
3.20890212059021,9.87608184814453,-0.3112462158203125,2.7246014892578123,-5.206106870229007,2.7099236641221376,0.5801526717557252
3.3089051246643066,9.552864624023437,-0.3495534423828125,2.8227637573242186,-5.564885496183206,3.450381679389313,-1.4122137404580153
3.4089107513427734,9.76116016845703,-0.45968671875,2.9041666137695312,-5.755725190839694,3.381679389312977,2.4427480916030535
3.508915901184082,9.727641345214844,-0.17477672119140625,2.980781066894531,-4.8320610687022905,6.145038167938932,0.7557251908396947
3.6089212894439697,9.516951599121093,-0.086191259765625,2.6719290527343746,-5.633587786259542,3.236641221374046,-0.7480916030534351
3.708925724029541,10.302249743652343,0.4836287353515625,2.568978381347656,-7.99236641221374,6.717557251908397,3.6106870229007635
3.808929204940796,10.24000050048828,-0.2825157958984375,2.731784094238281,-6.351145038167939,5.893129770992366,0.3511450381679389
3.9089319705963135,9.198522778320312,-0.8667010009765624,1.3766659545898436,-5.450381679389313,6.137404580152672,2.854961832061069
4.008935928344727,9.337386474609374,-0.1388636962890625,3.4620156005859375,-4.916030534351145,5.809160305343512,1.4732824427480915
4.10893988609314,9.306261853027344,-0.82360537109375,2.5953145996093747,-4.030534351145038,3.1603053435114505,1.6488549618320612
4.208943605422974,9.284714038085937,-0.8667010009765624,1.9608511596679685,-6.717557251908397,3.0,-2.030534351145038
4.308947324752808,9.3852705078125,-0.3806780639648437,2.6671406494140624,-7.511450381679389,1.6412213740458015,-3.519083969465649
4.4089515209198,10.192116467285155,-0.13168109130859373,2.602497204589844,-7.801526717557252,5.419847328244275,-1.2900763358778626
4.508955717086792,9.727641345214844,-1.3958195678710936,3.402160559082031,-4.687022900763359,2.5877862595419847,4.114503816793893
4.608959913253784,9.392453112792968,0.28490999755859375,1.4532804077148436,-4.3816793893129775,3.0381679389312977,-1.5267175572519085
4.7089643478393555,9.816226806640625,0.40462008056640625,2.0973206542968748,-4.396946564885496,2.068702290076336,-2.2061068702290076
4.808969497680664,9.701305126953125,-1.0103531005859374,4.958391638183594,-8.84732824427481,3.5114503816793894,-0.8702290076335878
4.908973693847656,9.821015209960937,-1.5873557006835937,2.3582886352539063,-4.625954198473282,-19.3206106870229,-0.1450381679389313
5.008978843688965,9.950302099609374,0.3902548706054687,1.37906015625,-4.572519083969466,-3.7099236641221376,-2.2595419847328246
5.108981609344482,9.229647399902344,-0.6153098266601562,2.3726538452148436,-5.404580152671755,-1.748091603053435,0.7557251908396947
5.208986282348633,9.414000927734374,0.24660277099609373,1.8028338500976562,-4.022900763358779,2.0381679389312977,-1.7557251908396947
5.308990240097046,9.629479077148437,0.12689268798828124,2.0159177978515626,-9.083969465648854,6.931297709923665,0.8931297709923665
5.408994436264038,8.664615808105468,-1.3000515014648437,2.7461493041992187,-3.5114503816793894,-3.648854961832061,0.26717557251908397
5.508997440338135,10.903194360351561,0.2537853759765625,2.5354595581054684,-7.595419847328245,10.641221374045802,0.08396946564885496
5.609002113342285,9.720458740234374,0.5865794067382812,0.9074024291992187,-5.847328244274809,-1.6106870229007633,-0.48854961832061067
5.709007263183594,10.022128149414062,0.5793968017578125,1.714248388671875,-5.083969465648855,6.0534351145038165,-0.8854961832061069
5.8090126514434814,9.375693701171874,0.6368576416015624,2.01112939453125,-4.351145038167939,4.66412213740458,-0.3282442748091603
5.909017562866211,9.964667309570311,0.5482721801757812,1.1109095703125,-7.488549618320611,4.305343511450381,3.213740458015267
6.009020805358887,9.74200655517578,-0.28490999755859375,1.4628572143554686,-6.076335877862595,2.6793893129770994,2.198473282442748
6.109023571014404,9.107543115234375,-0.21787235107421873,2.0159177978515626,-6.259541984732825,1.702290076335878,3.3969465648854964
6.20902681350708,9.80605144958496,-0.5315127685546874,3.181894006347656,-6.122137404580153,1.8625954198473282,1.900763358778626
6.309029817581177,10.156203442382813,-1.0007762939453124,2.999934680175781,-7.587786259541985,2.5267175572519083,4.786259541984733
6.409034013748169,10.13226142578125,-0.277727392578125,0.584185205078125,-4.244274809160306,5.580152671755725,-1.099236641221374
6.509037971496582,10.108319409179687,-0.0718260498046875,1.599326708984375,-4.893129770992366,12.267175572519085,-1.5267175572519085
6.609041213989258,9.732429748535155,-0.16280571289062498,1.7812860351562498,-6.442748091603053,2.198473282442748,2.183206106870229
6.709046125411987,9.91438907470703,-0.5746083984375,1.3239935180664062,-4.633587786259542,3.0,0.5343511450381679
6.809049606323242,10.218452685546874,-0.5698199951171875,2.7916391357421872,-6.022900763358779,3.381679389312977,0.09923664122137404
6.909054517745972,11.061211669921875,-0.5386953735351562,0.9552864624023437,-3.0839694656488548,8.511450381679388,-7.00763358778626
7.009057998657227,9.694122521972655,2.5234885498046875,3.323151904296875,-2.6259541984732824,15.435114503816793,0.9083969465648855
7.109061241149902,9.030928662109375,-0.3902548706054687,2.6408044311523438,-9.381679389312977,20.893129770992367,2.1603053435114505
7.209064960479736,9.33978067626953,-0.3950432739257812,2.8012159423828122,-5.297709923664122,11.916030534351146,2.236641221374046
7.309067964553833,9.392453112792968,-0.86191259765625,2.29843359375,-3.984732824427481,4.366412213740458,0.4732824427480916
7.4090704917907715,10.022128149414062,0.3806780639648437,2.592920397949219,-7.519083969465649,6.679389312977099,-0.0916030534351145
7.509073972702026,9.380482104492186,-0.5530605834960938,3.6822821533203123,-5.396946564885496,6.221374045801527,-3.427480916030534
7.6090781688690186,9.648632690429688,0.6464344482421874,2.4396914916992185,-2.6412213740458017,9.511450381679388,-1.8549618320610688
7.709082841873169,9.777919580078125,-0.4165910888671875,2.1787235107421874,-4.656488549618321,3.7709923664122136,-1.0763358778625953
7.809087038040161,9.897629663085937,-0.2537853759765625,2.5641899780273434,-9.01526717557252,3.8244274809160306,1.2366412213740459
7.909090042114258,9.323021264648437,0.5027823486328125,2.6048914062499997,-4.908396946564886,7.541984732824427,-2.4580152671755724
8.00909423828125,9.351751684570312,-0.8379705810546875,2.5857377929687497,-5.603053435114504,3.5343511450381677,-0.015267175572519083
8.109097719192505,9.76116016845703,0.2346317626953125,1.7764976318359373,-1.9770992366412214,6.1679389312977095,-3.519083969465649
8.209100723266602,10.213664282226562,-0.55545478515625,1.6711527587890624,-5.67175572519084,1.5648854961832062,0.5343511450381679
8.309104919433594,10.934318981933593,0.0909796630859375,2.2457611572265623,-6.740458015267175,5.351145038167939,1.465648854961832
8.409109592437744,10.395623608398436,0.4333505004882812,2.5522189697265625,-6.3893129770992365,8.351145038167939,2.8091603053435112
8.509114503860474,9.749189160156249,0.5267243652343749,2.327164013671875,-6.938931297709924,8.49618320610687,0.732824427480916
8.609119176864624,9.677363110351562,0.28730419921875,2.020706201171875,-9.923664122137405,20.900763358778626,0.061068702290076333
8.709124565124512,10.884040747070312,2.731784094238281,6.5218053222656245,-1.5725190839694656,25.282442748091604,24.328244274809162
8.809128046035767,9.672574707031249,0.93852705078125,1.1013327636718748,-8.748091603053435,-3.1526717557251906,2.0916030534351147
